子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
今年第16号台风“塔巴”给华南多地带来强风雨天气,9月8日 20:03,0,,,非百家号页面，跳过评论爬取,,0
"台风“塔巴”逼近,沿海风雨大作,警惕强风暴雨!",9月8日 00:43,0,,,非百家号页面，跳过评论爬取,,0
"台风“塔巴”要来了,中央气象台发布预警,广东沿海即将迎来“风王”洗礼",9月7日 16:12,0,,,无评论,,0
台风“塔巴”生成 华南多地风雨增强,9月7日 15:36,0,,,非百家号页面，跳过评论爬取,,0
双预警持续发布!台风“塔巴”即将登陆,9月7日 13:46,0,,,无评论,,0
台风“塔巴”要来了,9月7日 12:33,0,,,非百家号页面，跳过评论爬取,,0
"广东68个台风预警信号生效中,琼州海峡航线全线停运",9月7日 11:53,1,气质女神plus,09-07 12:01,台风要来了，大家注意安全少出门。提前防范风雨，保护好自己。,陕西,0
台风“塔巴”直扑广东,9月7日 11:11,0,,,非百家号页面，跳过评论爬取,,0
台风“塔巴”直奔广东,9月7日 09:39,0,,,非百家号页面，跳过评论爬取,,0
台风“塔巴”生成,9月6日 21:30,0,,,非百家号页面，跳过评论爬取,,0
"16号台风“塔巴”来袭,湛江天气情况",9月6日 21:20,0,,,非百家号页面，跳过评论爬取,,0
广东台风大暴雨酝酿中 或发展为16号台风“塔巴”,9月4日 17:19,0,,,非百家号页面，跳过评论爬取,,0
