子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
泰国国会今日投票选总理,9月5日 09:50,1,丛丝柳A1,09-05 17:05,让泰国人民比较比较谁对老百信最好！,天津,0
泰国国会今日投票选总理,9月5日 09:50,2,开方方Kb,09-05 18:35,泰国就王室不用选的。下面怎么乱，无关大局？,江苏,0
泰国国会今日投票选总理,9月5日 09:50,3,我本善良uPKgV,09-05 15:16,泰国下1届总理绝对英拉是最佳候选人选,安徽,0
泰国国会今日投票选总理,9月5日 09:50,4,束采6D,09-05 12:25,L,海南,3
泰国国会下议院将于5日选举新一任总理,9月4日 13:59,0,,,无评论,,0
"泰国选情生变,新的造王者诞生,5人竞选新总理,他信成为关键?",9月3日 17:19,0,,,非百家号页面，跳过评论爬取,,0
"角逐总理“宝座”,泰国各政党展开博弈",,1,扎西得勒布朗朗,09-02 15:52,为泰党老练。,云南,0
