子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
冲刺四季度盈利，李斌拼了,9月5日 08:14,0,,,非百家号页面，跳过评论爬取,,0
蔚来二季度营收141.9亿元,9月4日 15:44,0,,,非百家号页面，跳过评论爬取,,0
"蔚来李斌:汽车行业靠的是产品竞争力,这决定了销量上限",9月4日 14:54,0,,,非百家号页面，跳过评论爬取,,0
蔚来Q4盈利目标不变,9月4日 04:26,0,,,非百家号页面，跳过评论爬取,,0
蔚来四季度月销目标5万,9月3日 18:26,0,,,非百家号页面，跳过评论爬取,,0
蔚来Q2营收、销量大涨,9月3日 11:22,1,玫瑰女神Venus,09-03 13:30,蔚来销量收入双涨，亏损收窄显进步，看好未来势头趋好。,广东,0
"蔚来二季度营收增长9%,李斌:四季度锚定月销5万台目标",9月3日 07:37,0,,,非百家号页面，跳过评论爬取,,0
蔚来Q2营收突破190亿元大关,9月2日 21:54,0,,,非百家号页面，跳过评论爬取,,0
蔚来上半年营收超300亿元,9月2日 21:34,1,彦昌e1,09-03 20:45,喊几句口号就能盈利？连自己都忽悠。,广西,0
蔚来上半年营收超300亿元,9月2日 21:34,2,小美GamingDay,09-02 22:27,蔚来销量猛增，营收亮眼真给力！李斌加油，盈利指日可待。,河南,0
蔚来上半年营收超300亿元,9月2日 21:34,3,极度飞扬,09-06 11:23,一时半会儿不会盈利,吉林,0
蔚来集团八月销量出炉,9月1日 21:41,0,,,非百家号页面，跳过评论爬取,,0
"蔚来汽车:今年累计交付166472辆汽车,同比增长30.0%",9月1日 17:37,0,,,非百家号页面，跳过评论爬取,,0
"李斌:用户不买蔚来车 30%-40% 因担心倒闭,四季度盈利成关键",8月30日 16:40,0,,,非百家号页面，跳过评论爬取,,0
