子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
葡萄牙调查机构:钢缆断裂导致里斯本缆车事故,9月8日 10:20,0,,,非百家号页面，跳过评论爬取,,0
"葡萄牙里斯本发生缆车脱轨撞击事故,16人死亡20多人受伤",9月5日 15:23,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙里斯本缆车事故已造成16人死亡,9月5日 12:55,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙:里斯本旅游缆车侧翻出轨 致16人死亡,9月5日 07:47,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙缆车脱轨16死,9月5日 00:00,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙:里斯本旅游缆车侧翻出轨 致三十余人死伤,9月4日 19:34,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙著名景点缆车脱轨事故已致17人死亡,9月4日 17:04,0,,,无评论,,0
葡萄牙里斯本著名旅游缆车侧翻出轨 已致15人死亡,9月4日 14:57,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙一升降机缆车发生脱轨事故 造成3人死亡,9月4日 11:15,0,,,无评论,,0
著名景点缆车事故，15死18伤,9月4日 10:26,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙里斯本登山缆车出轨 造成至少15死18伤,9月4日 09:17,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙:里斯本著名旅游缆车脱轨 15人死亡,9月4日 09:14,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙:升降机缆车脱轨 造成15人死亡,9月4日 09:03,0,,,非百家号页面，跳过评论爬取,,0
